,sub_num,true_planet,fold_num,dataset,galaxy,prt
0,31,81,1.0,train,1,3
0,31,81,2.0,train,1,3
0,31,81,3.0,train,1,3
0,31,81,4.0,train,1,3
0,31,81,5.0,train,1,3
0,31,81,6.0,train,1,3
0,31,81,7.0,train,1,3
0,31,81,9.0,train,1,3
0,31,81,10.0,train,1,3
0,31,63,8.0,test,2,9
0,31,63,1.0,train,2,9
0,31,63,2.0,train,2,9
0,31,63,3.0,train,2,9
0,31,63,4.0,train,2,9
0,31,63,5.0,train,2,9
0,31,63,6.0,train,2,9
0,31,63,7.0,train,2,9
0,31,63,9.0,train,2,9
0,31,63,10.0,train,2,9
0,31,7,9.0,test,2,5
0,31,7,1.0,train,2,5
0,31,7,2.0,train,2,5
0,31,7,3.0,train,2,5
0,31,7,4.0,train,2,5
0,31,7,5.0,train,2,5
0,31,7,6.0,train,2,5
0,31,7,7.0,train,2,5
0,31,7,8.0,train,2,5
0,31,7,10.0,train,2,5
0,31,90,9.0,test,1,3
0,31,90,1.0,train,1,3
0,31,90,2.0,train,1,3
0,31,90,3.0,train,1,3
0,31,90,4.0,train,1,3
0,31,90,5.0,train,1,3
0,31,90,6.0,train,1,3
0,31,90,7.0,train,1,3
0,31,90,8.0,train,1,3
0,31,90,10.0,train,1,3
0,31,86,9.0,test,1,3
0,31,86,1.0,train,1,3
0,31,86,2.0,train,1,3
0,31,86,3.0,train,1,3
0,31,86,4.0,train,1,3
0,31,86,5.0,train,1,3
0,31,86,6.0,train,1,3
0,31,86,7.0,train,1,3
0,31,86,8.0,train,1,3
0,31,86,10.0,train,1,3
0,31,61,9.0,test,0,3
0,31,61,1.0,train,0,3
0,31,61,2.0,train,0,3
0,31,61,3.0,train,0,3
0,31,61,4.0,train,0,3
0,31,61,5.0,train,0,3
0,31,61,6.0,train,0,3
0,31,61,7.0,train,0,3
0,31,61,8.0,train,0,3
0,31,61,10.0,train,0,3
0,31,85,9.0,test,1,2
0,31,85,1.0,train,1,2
0,31,85,2.0,train,1,2
0,31,85,3.0,train,1,2
0,31,85,4.0,train,1,2
0,31,85,5.0,train,1,2
0,31,85,6.0,train,1,2
0,31,85,7.0,train,1,2
0,31,85,8.0,train,1,2
0,31,85,10.0,train,1,2
0,31,10,9.0,test,0,3
0,31,10,1.0,train,0,3
0,31,10,2.0,train,0,3
0,31,10,3.0,train,0,3
0,31,10,4.0,train,0,3
0,31,10,5.0,train,0,3
0,31,10,6.0,train,0,3
0,31,10,7.0,train,0,3
0,31,10,8.0,train,0,3
0,31,10,10.0,train,0,3
0,31,80,10.0,test,1,4
0,31,80,1.0,train,1,4
0,31,80,2.0,train,1,4
0,31,80,3.0,train,1,4
0,31,80,4.0,train,1,4
0,31,80,5.0,train,1,4
0,31,80,6.0,train,1,4
0,31,80,7.0,train,1,4
0,31,80,8.0,train,1,4
0,31,80,9.0,train,1,4
0,31,69,10.0,test,0,3
0,31,69,1.0,train,0,3
0,31,69,2.0,train,0,3
0,31,69,3.0,train,0,3
0,31,69,4.0,train,0,3
0,31,69,5.0,train,0,3
0,31,69,6.0,train,0,3
0,31,69,7.0,train,0,3
0,31,69,8.0,train,0,3
0,31,69,9.0,train,0,3
0,31,1,10.0,test,0,3
0,31,1,1.0,train,0,3
0,31,1,2.0,train,0,3
0,31,1,3.0,train,0,3
0,31,1,4.0,train,0,3
0,31,1,5.0,train,0,3
0,31,1,6.0,train,0,3
0,31,1,7.0,train,0,3
0,31,1,8.0,train,0,3
0,31,1,9.0,train,0,3
0,31,9,10.0,test,0,2
0,31,9,1.0,train,0,2
0,31,9,2.0,train,0,2
0,31,9,3.0,train,0,2
0,31,9,4.0,train,0,2
0,31,9,5.0,train,0,2
0,31,9,6.0,train,0,2
0,31,9,7.0,train,0,2
0,31,9,8.0,train,0,2
0,31,9,9.0,train,0,2
0,31,41,10.0,test,2,8
0,31,41,1.0,train,2,8
0,31,41,2.0,train,2,8
0,31,41,3.0,train,2,8
0,31,41,4.0,train,2,8
0,31,41,5.0,train,2,8
0,31,41,6.0,train,2,8
0,31,41,7.0,train,2,8
0,31,41,8.0,train,2,8
0,31,41,9.0,train,2,8
0,32,11,1.0,test,0,2
0,32,11,2.0,train,0,2
0,32,11,3.0,train,0,2
0,32,11,4.0,train,0,2
0,32,11,5.0,train,0,2
0,32,11,6.0,train,0,2
0,32,11,7.0,train,0,2
0,32,11,8.0,train,0,2
0,32,11,9.0,train,0,2
0,32,11,10.0,train,0,2
0,32,48,1.0,test,1,3
0,32,48,2.0,train,1,3
0,32,48,3.0,train,1,3
0,32,48,4.0,train,1,3
0,32,48,5.0,train,1,3
0,32,48,6.0,train,1,3
0,32,48,7.0,train,1,3
0,32,48,8.0,train,1,3
0,32,48,9.0,train,1,3
0,32,48,10.0,train,1,3
0,32,40,1.0,test,1,3
0,32,40,2.0,train,1,3
0,32,40,3.0,train,1,3
0,32,40,4.0,train,1,3
0,32,40,5.0,train,1,3
0,32,40,6.0,train,1,3
0,32,40,7.0,train,1,3
0,32,40,8.0,train,1,3
0,32,40,9.0,train,1,3
0,32,40,10.0,train,1,3
0,32,64,1.0,test,2,5
0,32,64,2.0,train,2,5
0,32,64,3.0,train,2,5
0,32,64,4.0,train,2,5
0,32,64,5.0,train,2,5
0,32,64,6.0,train,2,5
0,32,64,7.0,train,2,5
0,32,64,8.0,train,2,5
0,32,64,9.0,train,2,5
0,32,64,10.0,train,2,5
0,32,81,1.0,test,1,2
0,32,81,2.0,train,1,2
0,32,81,3.0,train,1,2
0,32,81,4.0,train,1,2
0,32,81,5.0,train,1,2
0,32,81,6.0,train,1,2
0,32,81,7.0,train,1,2
0,32,81,8.0,train,1,2
0,32,81,9.0,train,1,2
0,32,81,10.0,train,1,2
0,32,26,1.0,test,2,6
0,32,26,2.0,train,2,6
0,32,26,3.0,train,2,6
0,32,26,4.0,train,2,6
0,32,26,5.0,train,2,6
0,32,26,6.0,train,2,6
0,32,26,7.0,train,2,6
0,32,26,8.0,train,2,6
0,32,26,9.0,train,2,6
0,32,26,10.0,train,2,6
0,32,61,1.0,test,0,2
0,32,61,2.0,train,0,2
0,32,61,3.0,train,0,2
0,32,61,4.0,train,0,2
0,32,61,5.0,train,0,2
0,32,61,6.0,train,0,2
0,32,61,7.0,train,0,2
0,32,61,8.0,train,0,2
0,32,61,9.0,train,0,2
0,32,61,10.0,train,0,2
0,32,50,2.0,test,2,5
0,32,50,1.0,train,2,5
0,32,50,3.0,train,2,5
0,32,50,4.0,train,2,5
0,32,50,5.0,train,2,5
0,32,50,6.0,train,2,5
0,32,50,7.0,train,2,5
0,32,50,8.0,train,2,5
0,32,50,9.0,train,2,5
0,32,50,10.0,train,2,5
0,32,24,2.0,test,2,7
0,32,24,1.0,train,2,7
0,32,24,3.0,train,2,7
0,32,24,4.0,train,2,7
0,32,24,5.0,train,2,7
0,32,24,6.0,train,2,7
0,32,24,7.0,train,2,7
0,32,24,8.0,train,2,7
0,32,24,9.0,train,2,7
0,32,24,10.0,train,2,7
0,32,92,2.0,test,1,3
0,32,92,1.0,train,1,3
0,32,92,3.0,train,1,3
0,32,92,4.0,train,1,3
0,32,92,5.0,train,1,3
0,32,92,6.0,train,1,3
0,32,92,7.0,train,1,3
0,32,92,8.0,train,1,3
0,32,92,9.0,train,1,3
0,32,92,10.0,train,1,3
0,32,87,2.0,test,1,3
0,32,87,1.0,train,1,3
0,32,87,3.0,train,1,3
0,32,87,4.0,train,1,3
0,32,87,5.0,train,1,3
0,32,87,6.0,train,1,3
0,32,87,7.0,train,1,3
0,32,87,8.0,train,1,3
0,32,87,9.0,train,1,3
0,32,87,10.0,train,1,3
0,32,30,2.0,test,2,5
0,32,30,1.0,train,2,5
0,32,30,3.0,train,2,5
0,32,30,4.0,train,2,5
0,32,30,5.0,train,2,5
0,32,30,6.0,train,2,5
0,32,30,7.0,train,2,5
0,32,30,8.0,train,2,5
0,32,30,9.0,train,2,5
0,32,30,10.0,train,2,5
0,32,82,2.0,test,1,2
0,32,82,1.0,train,1,2
0,32,82,3.0,train,1,2
0,32,82,4.0,train,1,2
0,32,82,5.0,train,1,2
0,32,82,6.0,train,1,2
0,32,82,7.0,train,1,2
0,32,82,8.0,train,1,2
0,32,82,9.0,train,1,2
0,32,82,10.0,train,1,2
0,32,85,2.0,test,1,3
0,32,85,1.0,train,1,3
0,32,85,3.0,train,1,3
0,32,85,4.0,train,1,3
0,32,85,5.0,train,1,3
0,32,85,6.0,train,1,3
0,32,85,7.0,train,1,3
0,32,85,8.0,train,1,3
0,32,85,9.0,train,1,3
0,32,85,10.0,train,1,3
0,32,66,3.0,test,2,6
0,32,66,1.0,train,2,6
0,32,66,2.0,train,2,6
0,32,66,4.0,train,2,6
0,32,66,5.0,train,2,6
0,32,66,6.0,train,2,6
0,32,66,7.0,train,2,6
0,32,66,8.0,train,2,6
0,32,66,9.0,train,2,6
0,32,66,10.0,train,2,6
0,32,89,3.0,test,1,3
0,32,89,1.0,train,1,3
0,32,89,2.0,train,1,3
0,32,89,4.0,train,1,3
0,32,89,5.0,train,1,3
0,32,89,6.0,train,1,3
0,32,89,7.0,train,1,3
0,32,89,8.0,train,1,3
0,32,89,9.0,train,1,3
0,32,89,10.0,train,1,3
0,32,51,3.0,test,2,6
0,32,51,1.0,train,2,6
0,32,51,2.0,train,2,6
0,32,51,4.0,train,2,6
0,32,51,5.0,train,2,6
0,32,51,6.0,train,2,6
0,32,51,7.0,train,2,6
0,32,51,8.0,train,2,6
0,32,51,9.0,train,2,6
0,32,51,10.0,train,2,6
0,32,84,3.0,test,1,3
0,32,84,1.0,train,1,3
0,32,84,2.0,train,1,3
0,32,84,4.0,train,1,3
0,32,84,5.0,train,1,3
0,32,84,6.0,train,1,3
0,32,84,7.0,train,1,3
0,32,84,8.0,train,1,3
0,32,84,9.0,train,1,3
0,32,84,10.0,train,1,3
0,32,41,3.0,test,2,7
0,32,41,1.0,train,2,7
0,32,41,2.0,train,2,7
0,32,41,4.0,train,2,7
0,32,41,5.0,train,2,7
0,32,41,6.0,train,2,7
0,32,41,7.0,train,2,7
0,32,41,8.0,train,2,7
0,32,41,9.0,train,2,7
0,32,41,10.0,train,2,7
0,32,86,3.0,test,1,3
0,32,86,1.0,train,1,3
0,32,86,2.0,train,1,3
0,32,86,4.0,train,1,3
0,32,86,5.0,train,1,3
0,32,86,6.0,train,1,3
0,32,86,7.0,train,1,3
0,32,86,8.0,train,1,3
0,32,86,9.0,train,1,3
0,32,86,10.0,train,1,3
0,32,83,3.0,test,1,3
0,32,83,1.0,train,1,3
0,32,83,2.0,train,1,3
0,32,83,4.0,train,1,3
0,32,83,5.0,train,1,3
0,32,83,6.0,train,1,3
0,32,83,7.0,train,1,3
0,32,83,8.0,train,1,3
0,32,83,9.0,train,1,3
0,32,83,10.0,train,1,3
0,32,71,4.0,test,2,6
0,32,71,1.0,train,2,6
0,32,71,2.0,train,2,6
0,32,71,3.0,train,2,6
0,32,71,5.0,train,2,6
0,32,71,6.0,train,2,6
0,32,71,7.0,train,2,6
0,32,71,8.0,train,2,6
0,32,71,9.0,train,2,6
0,32,71,10.0,train,2,6
0,32,46,4.0,test,2,6
0,32,46,1.0,train,2,6
0,32,46,2.0,train,2,6
0,32,46,3.0,train,2,6
0,32,46,5.0,train,2,6
0,32,46,6.0,train,2,6
0,32,46,7.0,train,2,6
0,32,46,8.0,train,2,6
0,32,46,9.0,train,2,6
0,32,46,10.0,train,2,6
0,32,93,4.0,test,1,2
0,32,93,1.0,train,1,2
0,32,93,2.0,train,1,2
0,32,93,3.0,train,1,2
0,32,93,5.0,train,1,2
0,32,93,6.0,train,1,2
0,32,93,7.0,train,1,2
0,32,93,8.0,train,1,2
0,32,93,9.0,train,1,2
0,32,93,10.0,train,1,2
0,32,91,4.0,test,1,2
0,32,91,1.0,train,1,2
0,32,91,2.0,train,1,2
0,32,91,3.0,train,1,2
0,32,91,5.0,train,1,2
0,32,91,6.0,train,1,2
0,32,91,7.0,train,1,2
0,32,91,8.0,train,1,2
0,32,91,9.0,train,1,2
0,32,91,10.0,train,1,2
0,32,4,4.0,test,1,2
0,32,4,1.0,train,1,2
0,32,4,2.0,train,1,2
0,32,4,3.0,train,1,2
0,32,4,5.0,train,1,2
0,32,4,6.0,train,1,2
0,32,4,7.0,train,1,2
0,32,4,8.0,train,1,2
0,32,4,9.0,train,1,2
0,32,4,10.0,train,1,2
0,32,28,4.0,test,1,3
0,32,28,1.0,train,1,3
0,32,28,2.0,train,1,3
0,32,28,3.0,train,1,3
0,32,28,5.0,train,1,3
0,32,28,6.0,train,1,3
0,32,28,7.0,train,1,3
0,32,28,8.0,train,1,3
0,32,28,9.0,train,1,3
0,32,28,10.0,train,1,3
0,32,43,4.0,test,1,2
0,32,43,1.0,train,1,2
0,32,43,2.0,train,1,2
0,32,43,3.0,train,1,2
0,32,43,5.0,train,1,2
0,32,43,6.0,train,1,2
0,32,43,7.0,train,1,2
0,32,43,8.0,train,1,2
0,32,43,9.0,train,1,2
0,32,43,10.0,train,1,2
0,32,12,5.0,test,0,2
0,32,12,1.0,train,0,2
0,32,12,2.0,train,0,2
0,32,12,3.0,train,0,2
0,32,12,4.0,train,0,2
0,32,12,6.0,train,0,2
0,32,12,7.0,train,0,2
0,32,12,8.0,train,0,2
0,32,12,9.0,train,0,2
0,32,12,10.0,train,0,2
0,32,68,5.0,test,2,5
0,32,68,1.0,train,2,5
0,32,68,2.0,train,2,5
0,32,68,3.0,train,2,5
0,32,68,4.0,train,2,5
0,32,68,6.0,train,2,5
0,32,68,7.0,train,2,5
0,32,68,8.0,train,2,5
0,32,68,9.0,train,2,5
0,32,68,10.0,train,2,5
0,32,25,5.0,test,2,6
0,32,25,1.0,train,2,6
0,32,25,2.0,train,2,6
0,32,25,3.0,train,2,6
0,32,25,4.0,train,2,6
0,32,25,6.0,train,2,6
0,32,25,7.0,train,2,6
0,32,25,8.0,train,2,6
0,32,25,9.0,train,2,6
0,32,25,10.0,train,2,6
0,32,22,5.0,test,0,2
0,32,22,1.0,train,0,2
0,32,22,2.0,train,0,2
0,32,22,3.0,train,0,2
0,32,22,4.0,train,0,2
0,32,22,6.0,train,0,2
0,32,22,7.0,train,0,2
0,32,22,8.0,train,0,2
0,32,22,9.0,train,0,2
0,32,22,10.0,train,0,2
0,32,52,5.0,test,2,1
0,32,52,1.0,train,2,1
0,32,52,2.0,train,2,1
0,32,52,3.0,train,2,1
0,32,52,4.0,train,2,1
0,32,52,6.0,train,2,1
0,32,52,7.0,train,2,1
0,32,52,8.0,train,2,1
0,32,52,9.0,train,2,1
0,32,52,10.0,train,2,1
0,32,13,5.0,test,2,6
0,32,13,1.0,train,2,6
0,32,13,2.0,train,2,6
0,32,13,3.0,train,2,6
0,32,13,4.0,train,2,6
0,32,13,6.0,train,2,6
0,32,13,7.0,train,2,6
0,32,13,8.0,train,2,6
0,32,13,9.0,train,2,6
0,32,13,10.0,train,2,6
0,32,5,5.0,test,2,1
0,32,5,1.0,train,2,1
0,32,5,2.0,train,2,1
0,32,5,3.0,train,2,1
0,32,5,4.0,train,2,1
0,32,5,6.0,train,2,1
0,32,5,7.0,train,2,1
0,32,5,8.0,train,2,1
0,32,5,9.0,train,2,1
0,32,5,10.0,train,2,1
0,32,3,6.0,test,1,2
0,32,3,1.0,train,1,2
0,32,3,2.0,train,1,2
0,32,3,3.0,train,1,2
0,32,3,4.0,train,1,2
0,32,3,5.0,train,1,2
0,32,3,7.0,train,1,2
0,32,3,8.0,train,1,2
0,32,3,9.0,train,1,2
0,32,3,10.0,train,1,2
0,32,47,6.0,test,2,6
0,32,47,1.0,train,2,6
0,32,47,2.0,train,2,6
0,32,47,3.0,train,2,6
0,32,47,4.0,train,2,6
0,32,47,5.0,train,2,6
0,32,47,7.0,train,2,6
0,32,47,8.0,train,2,6
0,32,47,9.0,train,2,6
0,32,47,10.0,train,2,6
0,32,42,6.0,test,1,3
0,32,42,1.0,train,1,3
0,32,42,2.0,train,1,3
0,32,42,3.0,train,1,3
0,32,42,4.0,train,1,3
0,32,42,5.0,train,1,3
0,32,42,7.0,train,1,3
0,32,42,8.0,train,1,3
0,32,42,9.0,train,1,3
0,32,42,10.0,train,1,3
0,32,27,6.0,test,2,4
0,32,27,1.0,train,2,4
0,32,27,2.0,train,2,4
0,32,27,3.0,train,2,4
0,32,27,4.0,train,2,4
0,32,27,5.0,train,2,4
0,32,27,7.0,train,2,4
0,32,27,8.0,train,2,4
0,32,27,9.0,train,2,4
0,32,27,10.0,train,2,4
0,32,88,6.0,test,1,3
0,32,88,1.0,train,1,3
0,32,88,2.0,train,1,3
0,32,88,3.0,train,1,3
0,32,88,4.0,train,1,3
0,32,88,5.0,train,1,3
0,32,88,7.0,train,1,3
0,32,88,8.0,train,1,3
0,32,88,9.0,train,1,3
0,32,88,10.0,train,1,3
0,32,90,6.0,test,1,3
0,32,90,1.0,train,1,3
0,32,90,2.0,train,1,3
0,32,90,3.0,train,1,3
0,32,90,4.0,train,1,3
0,32,90,5.0,train,1,3
0,32,90,7.0,train,1,3
0,32,90,8.0,train,1,3
0,32,90,9.0,train,1,3
0,32,90,10.0,train,1,3
0,32,9,6.0,test,0,2
0,32,9,1.0,train,0,2
0,32,9,2.0,train,0,2
0,32,9,3.0,train,0,2
0,32,9,4.0,train,0,2
0,32,9,5.0,train,0,2
0,32,9,7.0,train,0,2
0,32,9,8.0,train,0,2
0,32,9,9.0,train,0,2
0,32,9,10.0,train,0,2
0,32,23,7.0,test,2,6
0,32,23,1.0,train,2,6
0,32,23,2.0,train,2,6
0,32,23,3.0,train,2,6
0,32,23,4.0,train,2,6
0,32,23,5.0,train,2,6
0,32,23,6.0,train,2,6
0,32,23,8.0,train,2,6
0,32,23,9.0,train,2,6
0,32,23,10.0,train,2,6
0,32,63,7.0,test,2,6
0,32,63,1.0,train,2,6
0,32,63,2.0,train,2,6
0,32,63,3.0,train,2,6
0,32,63,4.0,train,2,6
0,32,63,5.0,train,2,6
0,32,63,6.0,train,2,6
0,32,63,8.0,train,2,6
0,32,63,9.0,train,2,6
0,32,63,10.0,train,2,6
0,32,14,7.0,test,2,1
0,32,14,1.0,train,2,1
0,32,14,2.0,train,2,1
0,32,14,3.0,train,2,1
0,32,14,4.0,train,2,1
0,32,14,5.0,train,2,1
0,32,14,6.0,train,2,1
0,32,14,8.0,train,2,1
0,32,14,9.0,train,2,1
0,32,14,10.0,train,2,1
0,32,7,7.0,test,2,5
0,32,7,1.0,train,2,5
0,32,7,2.0,train,2,5
0,32,7,3.0,train,2,5
0,32,7,4.0,train,2,5
0,32,7,5.0,train,2,5
0,32,7,6.0,train,2,5
0,32,7,8.0,train,2,5
0,32,7,9.0,train,2,5
0,32,7,10.0,train,2,5
0,32,60,7.0,test,0,2
0,32,60,1.0,train,0,2
0,32,60,2.0,train,0,2
0,32,60,3.0,train,0,2
0,32,60,4.0,train,0,2
0,32,60,5.0,train,0,2
0,32,60,6.0,train,0,2
0,32,60,8.0,train,0,2
0,32,60,9.0,train,0,2
0,32,60,10.0,train,0,2
0,32,0,7.0,test,0,3
0,32,0,1.0,train,0,3
0,32,0,2.0,train,0,3
0,32,0,3.0,train,0,3
0,32,0,4.0,train,0,3
0,32,0,5.0,train,0,3
0,32,0,6.0,train,0,3
0,32,0,8.0,train,0,3
0,32,0,9.0,train,0,3
0,32,0,10.0,train,0,3
0,32,6,7.0,test,2,6
0,32,6,1.0,train,2,6
0,32,6,2.0,train,2,6
0,32,6,3.0,train,2,6
0,32,6,4.0,train,2,6
0,32,6,5.0,train,2,6
0,32,6,6.0,train,2,6
0,32,6,8.0,train,2,6
0,32,6,9.0,train,2,6
0,32,6,10.0,train,2,6
0,32,2,8.0,test,1,2
0,32,2,1.0,train,1,2
0,32,2,2.0,train,1,2
0,32,2,3.0,train,1,2
0,32,2,4.0,train,1,2
0,32,2,5.0,train,1,2
0,32,2,6.0,train,1,2
0,32,2,7.0,train,1,2
0,32,2,9.0,train,1,2
0,32,2,10.0,train,1,2
0,32,70,8.0,test,0,2
0,32,70,1.0,train,0,2
0,32,70,2.0,train,0,2
0,32,70,3.0,train,0,2
0,32,70,4.0,train,0,2
0,32,70,5.0,train,0,2
0,32,70,6.0,train,0,2
0,32,70,7.0,train,0,2
0,32,70,9.0,train,0,2
0,32,70,10.0,train,0,2
0,32,31,8.0,test,0,2
0,32,31,1.0,train,0,2
0,32,31,2.0,train,0,2
0,32,31,3.0,train,0,2
0,32,31,4.0,train,0,2
0,32,31,5.0,train,0,2
0,32,31,6.0,train,0,2
0,32,31,7.0,train,0,2
0,32,31,9.0,train,0,2
0,32,31,10.0,train,0,2
0,32,62,8.0,test,0,2
0,32,62,1.0,train,0,2
0,32,62,2.0,train,0,2
0,32,62,3.0,train,0,2
0,32,62,4.0,train,0,2
0,32,62,5.0,train,0,2
0,32,62,6.0,train,0,2
0,32,62,7.0,train,0,2
0,32,62,9.0,train,0,2
0,32,62,10.0,train,0,2
0,32,72,8.0,test,2,1
0,32,72,1.0,train,2,1
0,32,72,2.0,train,2,1
0,32,72,3.0,train,2,1
0,32,72,4.0,train,2,1
0,32,72,5.0,train,2,1
0,32,72,6.0,train,2,1
0,32,72,7.0,train,2,1
0,32,72,9.0,train,2,1
0,32,72,10.0,train,2,1
0,32,69,8.0,test,0,2
0,32,69,1.0,train,0,2
0,32,69,2.0,train,0,2
0,32,69,3.0,train,0,2
0,32,69,4.0,train,0,2
0,32,69,5.0,train,0,2
0,32,69,6.0,train,0,2
0,32,69,7.0,train,0,2
0,32,69,9.0,train,0,2
0,32,69,10.0,train,0,2
0,32,1,8.0,test,0,2
0,32,1,1.0,train,0,2
0,32,1,2.0,train,0,2
0,32,1,3.0,train,0,2
0,32,1,4.0,train,0,2
0,32,1,5.0,train,0,2
0,32,1,6.0,train,0,2
0,32,1,7.0,train,0,2
0,32,1,9.0,train,0,2
0,32,1,10.0,train,0,2
0,32,29,9.0,test,2,6
0,32,29,1.0,train,2,6
0,32,29,2.0,train,2,6
0,32,29,3.0,train,2,6
0,32,29,4.0,train,2,6
0,32,29,5.0,train,2,6
0,32,29,6.0,train,2,6
0,32,29,7.0,train,2,6
0,32,29,8.0,train,2,6
0,32,29,10.0,train,2,6
0,32,45,9.0,test,1,3
0,32,45,1.0,train,1,3
0,32,45,2.0,train,1,3
0,32,45,3.0,train,1,3
0,32,45,4.0,train,1,3
0,32,45,5.0,train,1,3
0,32,45,6.0,train,1,3
0,32,45,7.0,train,1,3
0,32,45,8.0,train,1,3
0,32,45,10.0,train,1,3
0,32,10,9.0,test,0,2
0,32,10,1.0,train,0,2
0,32,10,2.0,train,0,2
0,32,10,3.0,train,0,2
0,32,10,4.0,train,0,2
0,32,10,5.0,train,0,2
0,32,10,6.0,train,0,2
0,32,10,7.0,train,0,2
0,32,10,8.0,train,0,2
0,32,10,10.0,train,0,2
0,32,80,9.0,test,1,2
0,32,80,1.0,train,1,2
0,32,80,2.0,train,1,2
0,32,80,3.0,train,1,2
0,32,80,4.0,train,1,2
0,32,80,5.0,train,1,2
0,32,80,6.0,train,1,2
0,32,80,7.0,train,1,2
0,32,80,8.0,train,1,2
0,32,80,10.0,train,1,2
0,32,44,9.0,test,1,3
0,32,44,1.0,train,1,3
0,32,44,2.0,train,1,3
0,32,44,3.0,train,1,3
0,32,44,4.0,train,1,3
0,32,44,5.0,train,1,3
0,32,44,6.0,train,1,3
0,32,44,7.0,train,1,3
0,32,44,8.0,train,1,3
0,32,44,10.0,train,1,3
0,32,21,9.0,test,0,2
0,32,21,1.0,train,0,2
0,32,21,2.0,train,0,2
0,32,21,3.0,train,0,2
0,32,21,4.0,train,0,2
0,32,21,5.0,train,0,2
0,32,21,6.0,train,0,2
0,32,21,7.0,train,0,2
0,32,21,8.0,train,0,2
0,32,21,10.0,train,0,2
0,32,67,9.0,test,2,5
0,32,67,1.0,train,2,5
0,32,67,2.0,train,2,5
0,32,67,3.0,train,2,5
0,32,67,4.0,train,2,5
0,32,67,5.0,train,2,5
0,32,67,6.0,train,2,5
0,32,67,7.0,train,2,5
0,32,67,8.0,train,2,5
0,32,67,10.0,train,2,5
0,32,32,10.0,test,0,1
0,32,32,1.0,train,0,1
0,32,32,2.0,train,0,1
0,32,32,3.0,train,0,1
0,32,32,4.0,train,0,1
0,32,32,5.0,train,0,1
0,32,32,6.0,train,0,1
0,32,32,7.0,train,0,1
0,32,32,8.0,train,0,1
0,32,32,9.0,train,0,1
0,32,65,10.0,test,2,5
0,32,65,1.0,train,2,5
0,32,65,2.0,train,2,5
0,32,65,3.0,train,2,5
0,32,65,4.0,train,2,5
0,32,65,5.0,train,2,5
0,32,65,6.0,train,2,5
0,32,65,7.0,train,2,5
0,32,65,8.0,train,2,5
0,32,65,9.0,train,2,5
0,32,49,10.0,test,1,3
0,32,49,1.0,train,1,3
0,32,49,2.0,train,1,3
0,32,49,3.0,train,1,3
0,32,49,4.0,train,1,3
0,32,49,5.0,train,1,3
0,32,49,6.0,train,1,3
0,32,49,7.0,train,1,3
0,32,49,8.0,train,1,3
0,32,49,9.0,train,1,3
0,32,8,10.0,test,0,2
0,32,8,1.0,train,0,2
0,32,8,2.0,train,0,2
0,32,8,3.0,train,0,2
0,32,8,4.0,train,0,2
0,32,8,5.0,train,0,2
0,32,8,6.0,train,0,2
0,32,8,7.0,train,0,2
0,32,8,8.0,train,0,2
0,32,8,9.0,train,0,2
0,32,94,10.0,test,1,1
0,32,94,1.0,train,1,1
0,32,94,2.0,train,1,1
0,32,94,3.0,train,1,1
0,32,94,4.0,train,1,1
0,32,94,5.0,train,1,1
0,32,94,6.0,train,1,1
0,32,94,7.0,train,1,1
0,32,94,8.0,train,1,1
0,32,94,9.0,train,1,1
0,32,20,10.0,test,0,2
0,32,20,1.0,train,0,2
0,32,20,2.0,train,0,2
0,32,20,3.0,train,0,2
0,32,20,4.0,train,0,2
0,32,20,5.0,train,0,2
0,32,20,6.0,train,0,2
0,32,20,7.0,train,0,2
0,32,20,8.0,train,0,2
0,32,20,9.0,train,0,2
0,33,86,1.0,test,1,3
0,33,86,2.0,train,1,3
0,33,86,3.0,train,1,3
0,33,86,4.0,train,1,3
0,33,86,5.0,train,1,3
0,33,86,6.0,train,1,3
0,33,86,7.0,train,1,3
0,33,86,8.0,train,1,3
0,33,86,9.0,train,1,3
0,33,86,10.0,train,1,3
0,33,46,1.0,test,2,6
0,33,46,2.0,train,2,6
0,33,46,3.0,train,2,6
0,33,46,4.0,train,2,6
0,33,46,5.0,train,2,6
0,33,46,6.0,train,2,6
0,33,46,7.0,train,2,6
0,33,46,8.0,train,2,6
0,33,46,9.0,train,2,6
0,33,46,10.0,train,2,6
0,33,23,1.0,test,2,6
0,33,23,2.0,train,2,6
0,33,23,3.0,train,2,6
0,33,23,4.0,train,2,6
0,33,23,5.0,train,2,6
0,33,23,6.0,train,2,6
0,33,23,7.0,train,2,6
0,33,23,8.0,train,2,6
0,33,23,9.0,train,2,6
0,33,23,10.0,train,2,6
0,33,51,1.0,test,2,4
0,33,51,2.0,train,2,4
0,33,51,3.0,train,2,4
0,33,51,4.0,train,2,4
0,33,51,5.0,train,2,4
0,33,51,6.0,train,2,4
0,33,51,7.0,train,2,4
0,33,51,8.0,train,2,4
0,33,51,9.0,train,2,4
0,33,51,10.0,train,2,4
0,33,47,1.0,test,2,7
0,33,47,2.0,train,2,7
0,33,47,3.0,train,2,7
0,33,47,4.0,train,2,7
0,33,47,5.0,train,2,7
0,33,47,6.0,train,2,7
0,33,47,7.0,train,2,7
0,33,47,8.0,train,2,7
0,33,47,9.0,train,2,7
0,33,47,10.0,train,2,7
0,33,92,1.0,test,1,3
0,33,92,2.0,train,1,3
0,33,92,3.0,train,1,3
0,33,92,4.0,train,1,3
