,sub_num,true_planet,galaxy,prt
1360,34,27,2,4
1361,34,28,1,3
1362,34,29,2,5
1363,34,30,2,5
1364,34,31,0,2
1365,34,32,0,1
1366,34,40,1,2
1367,34,41,2,5
1368,34,42,1,2
1369,34,43,1,2
1370,34,44,1,2
1371,34,45,1,3
1372,34,46,2,3
1373,34,47,2,5
1374,34,48,1,2
1375,34,49,1,2
1376,34,50,2,3
1377,34,51,2,3
1378,34,52,2,4
1379,34,53,2,4
1380,34,54,1,1
1381,34,60,0,3
1382,34,61,0,2
1383,34,62,0,2
1384,34,63,2,3
1385,34,64,2,3
1386,34,65,2,3
1387,34,66,2,4
1388,34,67,2,4
1389,34,68,2,2
1390,34,69,0,2
1391,34,70,0,2
1392,34,71,2,3
1393,34,72,2,4
1394,34,73,2,2
1395,34,80,1,2
1396,34,81,1,2
1397,34,82,1,2
1398,34,83,1,2
1399,34,84,1,3
1400,34,85,1,2
1401,34,86,1,2
1402,34,87,1,2
1403,34,88,1,2
1404,34,89,1,2
1405,34,90,1,2
1406,34,91,1,2
1407,34,92,1,2
1408,34,93,1,2
1409,34,94,1,2
1410,34,95,2,3
1411,37,0,0,6
1412,37,1,0,10
1413,37,2,1,15
1414,37,3,1,12
1415,37,4,1,11
1416,37,5,2,19
1417,37,20,0,7
1418,37,21,0,6
1419,37,22,0,5
1420,37,23,2,22
1421,37,24,2,15
1422,37,25,2,12
1423,37,26,2,6
1424,37,40,1,5
1425,37,41,2,11
1426,37,42,1,5
1427,37,43,1,5
1428,37,44,1,5
1429,37,45,1,5
1430,37,46,2,11
1431,37,47,2,12
1432,37,48,1,5
1433,37,49,1,1
1434,37,60,0,3
1435,37,61,0,4
1436,37,62,0,3
1437,37,63,2,9
1438,37,64,2,12
1439,37,65,2,10
1440,37,66,2,8
1441,37,67,2,9
1442,37,68,2,7
1443,37,80,1,4
1444,37,81,1,3
1445,37,82,1,4
1446,37,83,1,4
1447,37,84,1,4
1448,37,85,1,4
1449,37,86,1,7
1450,37,87,1,4
1451,37,88,1,3
1452,37,89,1,22
1453,37,90,1,1
1454,39,0,0,3
1455,39,1,0,4
1456,39,2,1,5
1457,39,3,1,6
1458,39,4,1,5
1459,39,5,2,13
1460,39,6,2,11
1461,39,7,2,11
1462,39,8,0,3
1463,39,9,0,1
1464,39,20,0,3
1465,39,21,0,3
1466,39,22,0,3
1467,39,23,2,13
1468,39,24,2,11
1469,39,25,2,11
1470,39,26,2,10
1471,39,27,2,12
1472,39,28,1,1
1473,39,40,1,5
1474,39,41,2,12
1475,39,42,1,5
1476,39,43,1,5
1477,39,44,1,5
1478,39,45,1,5
1479,39,46,2,12
1480,39,47,2,13
1481,39,48,1,4
1482,39,60,0,3
1483,39,61,0,3
1484,39,62,0,3
1485,39,63,2,13
1486,39,64,2,12
1487,39,65,2,12
1488,39,66,2,13
1489,39,67,2,11
1490,39,80,1,5
1491,39,81,1,5
1492,39,82,1,5
1493,39,83,1,5
1494,39,84,1,4
1495,39,85,1,5
1496,39,86,1,5
1497,39,87,1,5
1498,39,88,1,5
1499,39,89,1,4
1500,39,90,1,5
1501,39,91,1,1
1502,40,0,0,4
1503,40,1,0,4
1504,40,2,1,4
1505,40,3,1,3
1506,40,4,1,3
1507,40,5,2,10
1508,40,6,2,9
1509,40,7,2,8
1510,40,8,0,2
1511,40,9,0,3
1512,40,10,0,3
1513,40,11,0,1
1514,40,20,0,3
1515,40,21,0,2
1516,40,22,0,2
1517,40,23,2,9
1518,40,24,2,9
1519,40,25,2,9
1520,40,26,2,9
1521,40,27,2,9
1522,40,28,1,4
1523,40,29,2,6
1524,40,40,1,3
1525,40,41,2,8
1526,40,42,1,3
1527,40,43,1,4
1528,40,44,1,3
1529,40,45,1,3
1530,40,46,2,8
1531,40,47,2,6
1532,40,48,1,3
1533,40,49,1,3
1534,40,50,2,7
1535,40,51,2,1
1536,40,60,0,2
1537,40,61,0,2
1538,40,62,0,2
1539,40,63,2,8
1540,40,64,2,7
1541,40,65,2,9
1542,40,66,2,8
1543,40,67,2,8
1544,40,68,2,7
1545,40,69,0,2
1546,40,70,0,2
1547,40,80,1,3
1548,40,81,1,2
1549,40,82,1,3
1550,40,83,1,3
1551,40,84,1,3
1552,40,85,1,3
1553,40,86,1,3
1554,40,87,1,3
1555,40,88,1,3
1556,40,89,1,3
1557,40,90,1,3
1558,40,91,1,3
1559,40,92,1,3
1560,40,93,1,4
1561,40,94,1,1
1562,41,0,0,4
1563,41,1,0,4
1564,41,2,1,4
1565,41,3,1,6
1566,41,4,1,6
1567,41,5,2,16
1568,41,6,2,13
1569,41,7,2,13
1570,41,8,0,1
1571,41,20,0,2
1572,41,21,0,3
1573,41,22,0,3
1574,41,23,2,9
1575,41,24,2,7
1576,41,25,2,9
1577,41,26,2,7
1578,41,27,2,8
1579,41,28,1,3
1580,41,29,2,9
1581,41,30,2,1
1582,41,40,1,4
1583,41,41,2,7
1584,41,42,1,3
1585,41,43,1,3
1586,41,44,1,3
1587,41,45,1,4
1588,41,46,2,7
1589,41,47,2,8
1590,41,48,1,3
1591,41,49,1,3
1592,41,50,2,8
1593,41,51,2,1
1594,41,60,0,2
1595,41,61,0,2
1596,41,62,0,2
1597,41,63,2,8
1598,41,64,2,8
1599,41,65,2,7
1600,41,66,2,8
1601,41,67,2,8
1602,41,68,2,7
1603,41,69,0,3
1604,41,70,0,1
1605,41,80,1,3
1606,41,81,1,3
1607,41,82,1,3
1608,41,83,1,3
1609,41,84,1,3
1610,41,85,1,2
1611,41,86,1,3
1612,41,87,1,3
1613,41,88,1,3
1614,41,89,1,3
1615,41,90,1,4
1616,41,91,1,3
1617,41,92,1,3
1618,41,93,1,3
1619,41,94,1,1
1620,44,0,0,3
1621,44,1,0,3
1622,44,2,1,4
1623,44,3,1,3
1624,44,4,1,3
1625,44,5,2,8
1626,44,6,2,6
1627,44,7,2,7
1628,44,8,0,2
1629,44,9,0,2
1630,44,10,0,2
1631,44,11,0,2
1632,44,12,0,2
1633,44,13,2,1
1634,44,20,0,2
1635,44,21,0,2
1636,44,22,0,2
1637,44,23,2,7
1638,44,24,2,7
1639,44,25,2,8
1640,44,26,2,7
1641,44,27,2,7
1642,44,28,1,3
1643,44,29,2,7
1644,44,30,2,5
1645,44,40,1,3
1646,44,41,2,7
1647,44,42,1,3
1648,44,43,1,3
1649,44,44,1,3
1650,44,45,1,3
1651,44,46,2,7
1652,44,47,2,8
1653,44,48,1,3
1654,44,49,1,3
1655,44,50,2,7
1656,44,51,2,2
1657,44,60,0,2
1658,44,61,0,2
1659,44,62,0,2
1660,44,63,2,4
1661,44,64,2,7
1662,44,65,2,5
1663,44,66,2,7
1664,44,67,2,8
1665,44,68,2,5
1666,44,69,0,2
1667,44,70,0,2
1668,44,71,2,3
1669,44,80,1,3
1670,44,81,1,3
1671,44,82,1,3
1672,44,83,1,3
1673,44,84,1,3
1674,44,85,1,3
1675,44,86,1,3
1676,44,87,1,3
1677,44,88,1,3
1678,44,89,1,2
1679,44,90,1,3
1680,44,91,1,2
1681,44,92,1,3
1682,44,93,1,3
1683,44,94,1,1
1684,45,0,0,4
1685,45,1,0,3
1686,45,2,1,5
1687,45,3,1,4
1688,45,4,1,4
1689,45,5,2,9
1690,45,6,2,8
1691,45,7,2,2
1692,45,8,0,2
1693,45,9,0,2
1694,45,10,0,2
1695,45,11,0,2
1696,45,12,0,1
1697,45,20,0,2
1698,45,21,0,2
1699,45,22,0,2
1700,45,23,2,9
1701,45,24,2,5
1702,45,25,2,6
1703,45,26,2,5
1704,45,27,2,5
1705,45,28,1,3
1706,45,29,2,5
1707,45,30,2,5
1708,45,31,0,2
1709,45,32,0,1
1710,45,40,1,2
1711,45,41,2,5
1712,45,42,1,3
1713,45,43,1,2
1714,45,44,1,2
1715,45,45,1,2
1716,45,46,2,5
1717,45,47,2,6
1718,45,48,1,2
1719,45,49,1,3
1720,45,50,2,4
1721,45,51,2,3
1722,45,52,2,5
1723,45,53,2,1
1724,45,60,0,2
1725,45,61,0,2
1726,45,62,0,2
1727,45,63,2,5
1728,45,64,2,3
1729,45,65,2,5
1730,45,66,2,5
1731,45,67,2,5
1732,45,68,2,4
1733,45,69,0,3
1734,45,70,0,2
1735,45,71,2,4
1736,45,72,2,5
1737,45,80,1,3
1738,45,81,1,3
1739,45,82,1,2
1740,45,83,1,2
1741,45,84,1,2
1742,45,85,1,2
1743,45,86,1,3
1744,45,87,1,2
1745,45,88,1,2
1746,45,89,1,2
1747,45,90,1,2
1748,45,91,1,2
1749,45,92,1,2
1750,45,93,1,2
1751,45,94,1,2
1752,45,95,2,2
1753,46,0,0,7
1754,46,1,0,4
1755,46,2,1,7
1756,46,3,1,5
1757,46,4,1,6
1758,46,5,2,17
1759,46,6,2,14
1760,46,7,2,10
1761,46,20,0,3
1762,46,21,0,3
1763,46,22,0,3
1764,46,23,2,13
1765,46,24,2,17
1766,46,25,2,17
1767,46,26,2,14
1768,46,27,2,1
1769,46,40,1,6
1770,46,41,2,13
1771,46,42,1,5
1772,46,43,1,6
1773,46,44,1,6
1774,46,45,1,5
1775,46,46,2,13
1776,46,47,2,7
1777,46,48,1,5
1778,46,60,0,4
1779,46,61,0,3
1780,46,62,0,3
1781,46,63,2,11
1782,46,64,2,15
1783,46,65,2,12
1784,46,66,2,12
1785,46,67,2,9
1786,46,80,1,6
1787,46,81,1,5
1788,46,82,1,6
1789,46,83,1,5
1790,46,84,1,5
1791,46,85,1,5
1792,46,86,1,5
1793,46,87,1,5
1794,46,88,1,4
1795,46,89,1,6
1796,46,90,1,5
1797,47,0,0,4
1798,47,1,0,5
1799,47,2,1,6
1800,47,3,1,6
1801,47,4,1,4
1802,47,5,2,5
1803,47,6,2,9
1804,47,7,2,8
1805,47,8,0,3
1806,47,9,0,3
1807,47,10,0,2
1808,47,20,0,3
1809,47,21,0,2
1810,47,22,0,3
1811,47,23,2,6
1812,47,24,2,10
1813,47,25,2,6
1814,47,26,2,6
1815,47,27,2,6
1816,47,28,1,3
1817,47,29,2,7
1818,47,30,2,5
1819,47,40,1,3
1820,47,41,2,7
1821,47,42,1,3
1822,47,43,1,3
1823,47,44,1,4
1824,47,45,1,3
1825,47,46,2,6
1826,47,47,2,8
1827,47,48,1,3
1828,47,49,1,3
1829,47,50,2,7
1830,47,51,2,1
1831,47,60,0,1
1832,47,61,0,3
1833,47,62,0,4
1834,47,63,2,5
1835,47,64,2,5
1836,47,65,2,5
1837,47,66,2,4
1838,47,67,2,5
1839,47,68,2,6
1840,47,69,0,3
1841,47,70,0,5
1842,47,71,2,2
1843,47,80,1,3
1844,47,81,1,3
1845,47,82,1,3
1846,47,83,1,3
1847,47,84,1,3
1848,47,85,1,3
1849,47,86,1,3
1850,47,87,1,3
1851,47,88,1,2
1852,47,89,1,3
1853,47,90,1,2
1854,47,91,1,3
1855,47,92,1,3
1856,47,93,1,3
1857,47,94,1,1
1858,48,0,0,20
1859,48,1,0,5
1860,48,2,1,5
1861,48,3,1,8
1862,48,4,1,1
1863,48,5,2,3
1864,48,6,2,4
1865,48,7,2,3
1866,48,20,0,4
1867,48,21,0,3
1868,48,22,0,2
1869,48,23,2,3
1870,48,24,2,3
1871,48,25,2,4
1872,48,26,2,3
1873,48,27,2,5
1874,48,28,1,2
1875,48,29,2,3
1876,48,30,2,4
1877,48,31,0,3
1878,48,32,0,4
1879,48,33,0,1
1880,48,40,1,5
1881,48,41,2,3
1882,48,42,1,2
1883,48,43,1,2
1884,48,44,1,1
1885,48,45,1,2
1886,48,46,2,2
1887,48,47,2,2
1888,48,48,1,2
1889,48,49,1,2
1890,48,50,2,2
1891,48,51,2,2
1892,48,52,2,2
1893,48,53,2,1
1894,48,54,1,1
1895,48,55,1,1
1896,48,56,2,1
1897,48,60,0,1
1898,48,61,0,1
1899,48,62,0,1
1900,48,63,2,1
1901,48,64,2,1
1902,48,65,2,1
1903,48,66,2,1
1904,48,67,2,1
1905,48,68,2,1
1906,48,69,0,1
1907,48,70,0,1
1908,48,71,2,1
1909,48,72,2,1
1910,48,73,2,1
1911,48,74,2,1
1912,48,75,2,1
1913,48,76,2,1
1914,48,77,2,1
1915,48,78,2,1
1916,48,79,2,1
1917,48,80,1,1
1918,48,81,1,1
1919,48,82,1,1
1920,48,83,1,1
1921,48,84,1,1
1922,48,85,1,1
1923,48,86,1,1
1924,48,87,1,1
1925,48,88,1,1
1926,48,89,1,1
1927,48,90,1,1
1928,48,91,1,1
1929,48,92,1,1
1930,48,93,1,1
1931,48,94,1,1
1932,48,95,2,1
1933,48,96,2,1
1934,48,97,2,1
1935,48,98,1,1
1936,48,99,1,1
1937,50,0,0,3
1938,50,1,0,5
1939,50,2,1,4
1940,50,3,1,5
1941,50,4,1,6
1942,50,5,2,14
1943,50,6,2,10
1944,50,7,2,11
1945,50,8,0,3
1946,50,9,0,1
1947,50,20,0,3
1948,50,21,0,2
1949,50,22,0,3
1950,50,23,2,10
1951,50,24,2,11
1952,50,25,2,11
1953,50,26,2,11
1954,50,27,2,11
1955,50,28,1,4
1956,50,40,1,5
1957,50,41,2,10
1958,50,42,1,5
1959,50,43,1,4
1960,50,44,1,5
1961,50,45,1,4
1962,50,46,2,11
1963,50,47,2,12
1964,50,48,1,4
1965,50,49,1,2
1966,50,60,0,3
1967,50,61,0,2
1968,50,62,0,3
1969,50,63,2,11
1970,50,64,2,11
1971,50,65,2,11
1972,50,66,2,12
1973,50,67,2,11
1974,50,68,2,2
1975,50,80,1,4
1976,50,81,1,4
1977,50,82,1,5
1978,50,83,1,5
1979,50,84,1,4
1980,50,85,1,5
1981,50,86,1,4
1982,50,87,1,5
1983,50,88,1,4
1984,50,89,1,4
1985,50,90,1,4
1986,50,91,1,4
1987,50,92,1,1
1988,53,0,0,5
1989,53,1,0,4
1990,53,2,1,4
1991,53,3,1,4
1992,53,4,1,5
1993,53,5,2,9
1994,53,6,2,7
1995,53,7,2,10
1996,53,8,0,4
1997,53,9,0,6
1998,53,20,0,4
1999,53,21,0,5
2000,53,22,0,6
2001,53,23,2,7
2002,53,24,2,9
2003,53,25,2,9
2004,53,26,2,7
2005,53,27,2,10
2006,53,28,1,5
2007,53,29,2,1
2008,53,40,1,7
2009,53,41,2,8
2010,53,42,1,6
2011,53,43,1,7
2012,53,44,1,6
2013,53,45,1,5
2014,53,46,2,9
2015,53,47,2,10
2016,53,48,1,5
2017,53,49,1,1
2018,53,60,0,5
2019,53,61,0,6
2020,53,62,0,6
2021,53,63,2,7
2022,53,64,2,7
2023,53,65,2,8
2024,53,66,2,9
2025,53,67,2,8
2026,53,68,2,8
2027,53,80,1,9
2028,53,81,1,7
2029,53,82,1,5
2030,53,83,1,6
2031,53,84,1,7
2032,53,85,1,6
2033,53,86,1,6
2034,53,87,1,6
2035,53,88,1,5
2036,53,89,1,4
2037,54,0,0,5
2038,54,1,0,4
2039,54,2,1,7
2040,54,3,1,8
2041,54,4,1,7
2042,54,5,2,16
2043,54,6,2,19
2044,54,7,2,1
2045,54,20,0,5
2046,54,21,0,6
2047,54,22,0,6
2048,54,23,2,18
2049,54,24,2,16
2050,54,25,2,6
2051,54,26,2,14
2052,54,40,1,7
2053,54,41,2,19
2054,54,42,1,6
2055,54,43,1,7
2056,54,44,1,7
2057,54,45,1,7
2058,54,46,2,8
2059,54,47,2,7
2060,54,60,0,4
2061,54,61,0,4
2062,54,62,0,6
2063,54,63,2,17
2064,54,64,2,18
2065,54,65,2,16
2066,54,66,2,3
2067,54,80,1,8
2068,54,81,1,8
2069,54,82,1,7
2070,54,83,1,7
2071,54,84,1,6
2072,54,85,1,7
2073,54,86,1,6
2074,54,87,1,7
2075,54,88,1,5
2076,55,0,0,3
2077,55,1,0,3
2078,55,2,1,2
2079,55,3,1,2
2080,55,4,1,4
2081,55,5,2,8
2082,55,6,2,8
2083,55,7,2,8
2084,55,8,0,3
2085,55,9,0,2
2086,55,10,0,2
2087,55,11,0,3
2088,55,12,0,1
2089,55,20,0,3
2090,55,21,0,3
2091,55,22,0,2
2092,55,23,2,6
2093,55,24,2,9
2094,55,25,2,7
2095,55,26,2,9
2096,55,27,2,10
2097,55,28,1,4
2098,55,29,2,7
2099,55,30,2,1
2100,55,40,1,4
2101,55,41,2,8
2102,55,42,1,3
2103,55,43,1,3
2104,55,44,1,3
2105,55,45,1,3
2106,55,46,2,7
2107,55,47,2,7
2108,55,48,1,3
2109,55,49,1,3
2110,55,50,2,8
2111,55,51,2,1
2112,55,60,0,2
2113,55,61,0,3
2114,55,62,0,2
2115,55,63,2,8
2116,55,64,2,7
2117,55,65,2,7
2118,55,66,2,10
2119,55,67,2,7
2120,55,68,2,7
2121,55,69,0,2
2122,55,70,0,2
2123,55,80,1,3
2124,55,81,1,2
2125,55,82,1,3
2126,55,83,1,3
2127,55,84,1,3
2128,55,85,1,3
2129,55,86,1,3
2130,55,87,1,3
2131,55,88,1,3
2132,55,89,1,3
2133,55,90,1,3
2134,55,91,1,3
2135,55,92,1,3
2136,55,93,1,3
2137,55,94,1,1
2138,56,0,0,3
2139,56,1,0,4
2140,56,2,1,5
2141,56,3,1,4
2142,56,4,1,4
2143,56,5,2,7
2144,56,6,2,6
2145,56,7,2,7
2146,56,8,0,2
2147,56,9,0,3
2148,56,10,0,2
2149,56,11,0,2
2150,56,12,0,1
2151,56,20,0,2
2152,56,21,0,2
2153,56,22,0,2
2154,56,23,2,6
2155,56,24,2,6
2156,56,25,2,7
2157,56,26,2,6
2158,56,27,2,7
2159,56,28,1,3
2160,56,29,2,6
2161,56,30,2,6
2162,56,31,0,1
2163,56,40,1,3
2164,56,41,2,6
2165,56,42,1,3
2166,56,43,1,3
2167,56,44,1,3
2168,56,45,1,3
2169,56,46,2,6
2170,56,47,2,6
2171,56,48,1,3
2172,56,49,1,3
2173,56,50,2,7
2174,56,51,2,6
2175,56,52,2,1
2176,56,60,0,2
2177,56,61,0,3
2178,56,62,0,2
2179,56,63,2,6
2180,56,64,2,5
2181,56,65,2,6
2182,56,66,2,3
2183,56,67,2,6
2184,56,68,2,5
2185,56,69,0,3
2186,56,70,0,2
2187,56,71,2,5
2188,56,72,2,1
2189,56,80,1,3
2190,56,81,1,3
2191,56,82,1,3
2192,56,83,1,3
2193,56,84,1,3
2194,56,85,1,3
2195,56,86,1,3
2196,56,87,1,3
2197,56,88,1,3
2198,56,89,1,2
2199,56,90,1,2
2200,56,91,1,3
2201,56,92,1,3
2202,56,93,1,3
2203,56,94,1,1
2204,57,0,0,3
2205,57,1,0,2
2206,57,2,1,7
2207,57,3,1,3
2208,57,4,1,3
2209,57,5,2,8
2210,57,6,2,7
2211,57,7,2,6
2212,57,8,0,2
2213,57,9,0,2
2214,57,10,0,2
2215,57,11,0,2
2216,57,12,0,1
2217,57,20,0,2
2218,57,21,0,2
2219,57,22,0,2
2220,57,23,2,6
2221,57,24,2,6
2222,57,25,2,7
2223,57,26,2,7
2224,57,27,2,6
2225,57,28,1,3
2226,57,29,2,8
2227,57,30,2,5
2228,57,31,0,1
2229,57,40,1,2
2230,57,41,2,6
2231,57,42,1,3
2232,57,43,1,2
2233,57,44,1,3
2234,57,45,1,3
2235,57,46,2,6
2236,57,47,2,7
2237,57,48,1,2
2238,57,49,1,2
2239,57,50,2,5
2240,57,51,2,6
2241,57,52,2,1
2242,57,60,0,2
2243,57,61,0,2
2244,57,62,0,2
2245,57,63,2,9
2246,57,64,2,6
2247,57,65,2,6
2248,57,66,2,7
2249,57,67,2,6
2250,57,68,2,6
2251,57,69,0,2
2252,57,70,0,2
2253,57,71,2,3
2254,57,80,1,2
2255,57,81,1,3
2256,57,82,1,3
2257,57,83,1,2
2258,57,84,1,3
2259,57,85,1,3
2260,57,86,1,3
2261,57,87,1,3
2262,57,88,1,3
2263,57,89,1,3
2264,57,90,1,3
2265,57,91,1,2
2266,57,92,1,3
2267,57,93,1,2
2268,57,94,1,1
2269,58,0,0,9
2270,58,1,0,17
2271,58,2,1,13
2272,58,3,1,10
2273,58,4,1,9
2274,58,5,2,17
2275,58,6,2,1
2276,58,20,0,4
2277,58,21,0,3
2278,58,22,0,4
2279,58,23,2,13
2280,58,24,2,13
2281,58,25,2,11
2282,58,26,2,11
2283,58,27,2,11
2284,58,40,1,5
2285,58,41,2,13
2286,58,42,1,5
2287,58,43,1,4
2288,58,44,1,4
2289,58,45,1,6
2290,58,46,2,11
2291,58,47,2,10
2292,58,48,1,4
2293,58,49,1,1
2294,58,60,0,3
2295,58,61,0,3
2296,58,62,0,4
2297,58,63,2,11
2298,58,64,2,8
2299,58,65,2,8
2300,58,66,2,8
2301,58,67,2,9
2302,58,68,2,8
2303,58,69,0,1
2304,58,80,1,4
2305,58,81,1,3
2306,58,82,1,4
2307,58,83,1,3
2308,58,84,1,3
2309,58,85,1,4
2310,58,86,1,3
2311,58,87,1,3
2312,58,88,1,4
2313,58,89,1,2
2314,58,90,1,3
2315,58,91,1,4
2316,58,92,1,3
2317,58,93,1,1
2318,59,0,0,2
2319,59,1,0,2
2320,59,2,1,2
2321,59,3,1,2
2322,59,4,1,2
2323,59,5,2,6
2324,59,6,2,6
2325,59,7,2,7
2326,59,8,0,2
2327,59,9,0,2
2328,59,10,0,2
2329,59,11,0,2
2330,59,12,0,2
2331,59,13,2,5
2332,59,20,0,2
2333,59,21,0,2
2334,59,22,0,2
2335,59,23,2,6
2336,59,24,2,7
2337,59,25,2,7
2338,59,26,2,7
2339,59,27,2,6
2340,59,28,1,3
2341,59,29,2,6
2342,59,30,2,7
2343,59,31,0,1
2344,59,40,1,3
2345,59,41,2,5
2346,59,42,1,3
2347,59,43,1,3
2348,59,44,1,3
2349,59,45,1,2
2350,59,46,2,6
2351,59,47,2,5
2352,59,48,1,3
2353,59,49,1,3
2354,59,50,2,4
2355,59,51,2,6
2356,59,52,2,1
2357,59,60,0,3
2358,59,61,0,2
2359,59,62,0,2
2360,59,63,2,5
2361,59,64,2,5
2362,59,65,2,6
2363,59,66,2,5
2364,59,67,2,5
2365,59,68,2,6
2366,59,69,0,2
2367,59,70,0,2
2368,59,71,2,5
2369,59,72,2,1
2370,59,80,1,3
2371,59,81,1,3
2372,59,82,1,2
2373,59,83,1,2
2374,59,84,1,2
2375,59,85,1,3
2376,59,86,1,2
2377,59,87,1,3
2378,59,88,1,2
2379,59,89,1,2
2380,59,90,1,3
2381,59,91,1,2
2382,59,92,1,3
2383,59,93,1,3
2384,59,94,1,3
2385,64,0,0,2
2386,64,1,0,3
2387,64,2,1,4
2388,64,3,1,3
2389,64,4,1,3
2390,64,5,2,20
2391,64,6,2,20
2392,64,7,2,13
2393,64,20,0,5
2394,64,21,0,3
2395,64,22,0,3
2396,64,23,2,6
2397,64,24,2,4
2398,64,25,2,5
2399,64,26,2,4
2400,64,27,2,2
2401,64,28,1,5
2402,64,29,2,3
2403,64,30,2,3
2404,64,31,0,2
2405,64,32,0,1
2406,64,40,1,1
2407,64,41,2,2
2408,64,42,1,1
2409,64,43,1,1
2410,64,44,1,2
2411,64,45,1,1
2412,64,46,2,1
2413,64,47,2,2
2414,64,48,1,1
2415,64,49,1,1
2416,64,50,2,1
2417,64,51,2,2
2418,64,52,2,1
2419,64,53,2,1
2420,64,54,1,2
2421,64,55,1,1
2422,64,56,2,1
2423,64,57,2,2
2424,64,58,2,1
2425,64,60,0,1
2426,64,61,0,1
2427,64,62,0,1
2428,64,63,2,2
2429,64,64,2,1
2430,64,65,2,1
2431,64,66,2,1
2432,64,67,2,1
2433,64,68,2,1
2434,64,69,0,1
2435,64,70,0,1
2436,64,71,2,1
2437,64,72,2,1
2438,64,73,2,1
2439,64,74,2,1
2440,64,75,2,1
2441,64,76,2,2
2442,64,77,2,1
2443,64,78,2,2
2444,64,80,1,1
2445,64,81,1,1
2446,64,82,1,1
2447,64,83,1,1
2448,64,84,1,1
2449,64,85,1,1
2450,64,86,1,1
2451,64,87,1,1
2452,64,88,1,1
2453,64,89,1,1
2454,64,90,1,1
2455,64,91,1,1
2456,64,92,1,1
2457,64,93,1,1
2458,64,94,1,1
2459,64,95,2,2
2460,64,96,2,1
2461,64,97,2,2
2462,64,98,1,1
2463,64,99,1,1
2464,65,0,0,3
2465,65,1,0,5
2466,65,2,1,4
2467,65,3,1,5
2468,65,4,1,7
2469,65,5,2,1
2470,65,6,2,10
2471,65,7,2,3
2472,65,8,0,13
2473,65,9,0,6
2474,65,20,0,4
2475,65,21,0,5
2476,65,22,0,6
2477,65,23,2,20
2478,65,24,2,14
2479,65,25,2,13
2480,65,26,2,4
2481,65,27,2,2
2482,65,40,1,5
2483,65,41,2,9
2484,65,42,1,8
2485,65,43,1,2
2486,65,44,1,8
2487,65,45,1,8
2488,65,46,2,1
2489,65,47,2,16
2490,65,48,1,8
2491,65,60,0,5
2492,65,61,0,7
2493,65,62,0,11
2494,65,63,2,3
2495,65,64,2,21
2496,65,65,2,14
2497,65,66,2,11
2498,65,80,1,9
2499,65,81,1,12
2500,65,82,1,7
2501,65,83,1,12
2502,65,84,1,6
2503,65,85,1,10
2504,65,86,1,8
2505,65,87,1,5
2506,69,0,0,3
2507,69,1,0,3
2508,69,2,1,5
2509,69,3,1,5
2510,69,4,1,6
2511,69,5,2,12
2512,69,6,2,10
2513,69,7,2,12
2514,69,8,0,3
2515,69,9,0,2
2516,69,20,0,3
2517,69,21,0,3
2518,69,22,0,3
2519,69,23,2,9
2520,69,24,2,10
2521,69,25,2,9
2522,69,26,2,10
2523,69,27,2,10
2524,69,28,1,4
2525,69,29,2,1
2526,69,40,1,4
2527,69,41,2,8
2528,69,42,1,4
2529,69,43,1,4
2530,69,44,1,4
2531,69,45,1,4
2532,69,46,2,10
2533,69,47,2,10
2534,69,48,1,4
2535,69,49,1,4
2536,69,50,2,1
2537,69,60,0,2
2538,69,61,0,2
2539,69,62,0,2
2540,69,63,2,9
2541,69,64,2,7
2542,69,65,2,8
2543,69,66,2,8
2544,69,67,2,9
2545,69,68,2,8
2546,69,69,0,3
2547,69,70,0,1
2548,69,80,1,3
2549,69,81,1,3
2550,69,82,1,4
2551,69,83,1,4
2552,69,84,1,4
2553,69,85,1,4
2554,69,86,1,4
2555,69,87,1,4
2556,69,88,1,4
2557,69,89,1,4
2558,69,90,1,3
2559,69,91,1,4
2560,69,92,1,3
2561,70,0,0,3
2562,70,1,0,2
2563,70,2,1,2
2564,70,3,1,2
2565,70,4,1,3
2566,70,5,2,10
2567,70,6,2,10
2568,70,7,2,10
2569,70,8,0,4
2570,70,9,0,3
2571,70,10,0,3
2572,70,11,0,1
2573,70,20,0,3
2574,70,21,0,3
2575,70,22,0,3
2576,70,23,2,6
2577,70,24,2,8
2578,70,25,2,8
2579,70,26,2,6
2580,70,27,2,8
2581,70,28,1,5
2582,70,29,2,9
2583,70,40,1,5
2584,70,41,2,7
2585,70,42,1,4
2586,70,43,1,7
2587,70,44,1,6
2588,70,45,1,4
2589,70,46,2,9
2590,70,47,2,7
2591,70,48,1,4
2592,70,49,1,5
2593,70,60,0,3
2594,70,61,0,3
2595,70,62,0,5
2596,70,63,2,9
2597,70,64,2,7
2598,70,65,2,4
2599,70,66,2,5
2600,70,67,2,8
2601,70,68,2,5
2602,70,69,0,4
2603,70,70,0,1
2604,70,80,1,4
2605,70,81,1,4
2606,70,82,1,2
2607,70,83,1,4
2608,70,84,1,6
2609,70,85,1,3
2610,70,86,1,6
2611,70,87,1,3
2612,70,88,1,4
2613,70,89,1,5
2614,70,90,1,4
2615,70,91,1,4
2616,71,0,0,2
2617,71,1,0,3
2618,71,2,1,4
2619,71,3,1,4
2620,71,4,1,4
2621,71,5,2,7
2622,71,6,2,6
2623,71,7,2,5
2624,71,8,0,2
2625,71,9,0,3
2626,71,10,0,3
2627,71,11,0,3
2628,71,12,0,1
2629,71,20,0,3
2630,71,21,0,3
