,sub_num,galaxy,condition,age,n_prac,block,planet,true_planet,prt,initial_reward,leave_thresh,total_reward,avg_rt,catch_perf,catch_rt,mean,mode,mean_post,mode_post,gal_0_trans_0,gal_0_trans_1,gal_0_trans_2,gal_1_trans_0,gal_1_trans_1,gal_1_trans_2,gal_2_trans_0,gal_2_trans_1,gal_2_trans_2,opt_prt,opt_prt_om,prt_rel_mvt,prt_rel_om
10,3,1,1.0,41.0,1.0,3.8846153846153846,37.34615384615385,63.57692307692308,3.076923076923077,100.46153846153847,37.94230769230769,14164.0,372.2773076922116,2.0,1716.5500000000004,2.75,2.0,2.5555555555555567,2.0,0.6878698224852069,0.18491124260355032,0.12721893491124253,0.0,0.6793480469889811,0.3206519530110188,0.13272946859903376,0.22669082125603876,0.6405797101449278,2.8461538461538463,2.3461538461538463,0.23076923076923078,0.7307692307692307
11,3,2,1.0,41.0,1.0,2.7,24.45,40.0,8.2,99.55,23.75,14164.0,340.5700346320881,2.0,1716.5499999999997,2.75,2.0,2.5555555555555562,2.0,0.705681818181818,0.17102272727272724,0.12329545454545454,0.0,0.5854040404040403,0.4145959595959595,0.12712345048176887,0.1595473023165707,0.7133292472016602,5.9,6.8,2.3,1.4
12,5,0,1.0,41.0,1.0,2.1578947368421053,26.68421052631579,29.789473684210527,1.894736842105263,100.15789473684211,43.6578947368421,10748.0,358.89916663377085,2.0,4706.100000000001,3.399999999999999,2.0,4.0,2.0,0.7424605895194129,0.15611568895882624,0.10142372152176074,0.0,0.5254901960784314,0.4745098039215686,0.24985406456435644,0.11747067642649264,0.6326752590091509,2.0,2.0,-0.10526315789473684,-0.10526315789473684
13,5,1,1.0,41.0,1.0,3.7241379310344827,53.86206896551724,61.275862068965516,1.896551724137931,98.79310344827586,51.3448275862069,10748.0,288.9813333256733,2.0,4706.100000000003,3.4000000000000012,2.0,4.0,2.0,0.6760694840549654,0.1588799585169821,0.16505055742805277,0.0,0.6156707886148134,0.38432921138518655,0.1556398026986262,0.1803359597477245,0.6640242375536496,2.896551724137931,2.9310344827586206,-1.0,-1.0344827586206897
14,5,2,1.0,41.0,1.0,2.8684210526315788,41.73684210526316,47.3421052631579,1.394736842105263,101.23684210526316,58.10526315789474,10748.0,304.7263636525858,2.0,4706.100000000003,3.400000000000002,2.0,4.0,2.0,0.6862869247421964,0.15027351660885963,0.16343955864894424,0.0,0.5181790683605566,0.48182093163944334,0.16918413715651173,0.1541004457024238,0.6767154171410645,5.631578947368421,7.815789473684211,-4.2368421052631575,-6.421052631578948
15,8,0,1.0,28.0,1.0,2.1666666666666665,23.166666666666668,29.555555555555557,1.9444444444444444,99.88888888888889,58.166666666666664,14731.0,182.2805555662222,2.0,1521.4500000000005,3.428571428571429,2.0,3.9090909090909083,2.0,0.7354497242473019,0.1632879039453434,0.1012623718073545,0.0,0.5975378787878787,0.40246212121212105,0.29051535087719293,0.06023026315789473,0.6492543859649123,2.0,2.0,-0.05555555555555555,-0.05555555555555555
16,8,1,1.0,28.0,1.0,3.8846153846153846,47.15384615384615,63.57692307692308,2.230769230769231,100.61538461538461,67.0576923076923,14731.0,216.0294871823333,2.0,1521.4499999999998,3.4285714285714297,2.0,3.9090909090909074,2.0,0.6556213017751478,0.16706114398422087,0.17731755424063123,0.0,0.6793480469889811,0.3206519530110188,0.19354992833253695,0.14528587354674308,0.66116419812072,2.8461538461538463,2.230769230769231,-0.6153846153846154,0.0
17,8,2,1.0,28.0,1.0,2.793103448275862,33.96551724137931,43.89655172413793,4.172413793103448,99.10344827586206,53.224137931034484,14731.0,200.40882594598426,2.0,1521.4499999999996,3.4285714285714297,2.0,3.9090909090909074,2.0,0.6712548945307567,0.16403730369247604,0.16470780177676728,0.0,0.5875144013075047,0.41248559869249535,0.20577065216683368,0.09405307656686183,0.7001762712663043,5.482758620689655,6.586206896551724,-1.3103448275862069,-2.413793103448276
18,9,0,1.0,31.0,1.0,2.1875,20.8125,29.1875,2.0,101.25,54.40625,14815.0,271.16875000000005,2.0,3568.75,2.5789473684210527,2.0,2.5555555555555562,2.0,0.7197950197950197,0.18049931549931547,0.09970566470566469,0.0,0.6114718614718614,0.3885281385281384,0.33170995670995673,0.06615259740259741,0.6021374458874459,2.0,2.0,0.0,0.0
19,9,1,1.0,31.0,1.0,3.84,40.84,62.36,2.96,99.44,38.92,14815.0,330.0537878786818,2.0,3568.75,2.578947368421053,2.0,2.5555555555555567,2.0,0.6161818181818183,0.2199090909090909,0.1639090909090909,0.0,0.6743208822801886,0.3256791177198113,0.23206086842450474,0.14574314574314567,0.6221959858323497,2.76,2.12,0.2,0.84
20,9,2,1.0,31.0,1.0,2.590909090909091,27.227272727272727,38.31818181818182,6.7272727272727275,100.04545454545455,33.13636363636363,14815.0,278.9709618293449,2.0,3568.75,2.578947368421053,2.0,2.5555555555555567,2.0,0.6433293978748524,0.1867768595041322,0.16989374262101536,0.0,0.5852157943067032,0.41478420569329655,0.2381382970723971,0.09610513673428314,0.6657565661933198,5.681818181818182,6.409090909090909,1.0454545454545454,0.3181818181818182
21,10,0,1.0,60.0,1.0,2.2,18.666666666666668,29.066666666666666,2.2666666666666666,98.4,40.13333333333333,13948.0,598.9571428571428,2.0,2453.0,3.1428571428571437,2.0,2.5555555555555562,2.0,0.7983922823208538,0.16082588046873766,0.040781837210408636,0.0,0.655011655011655,0.34498834498834496,0.26923076923076916,0.08333333333333333,0.6474358974358974,2.0,2.0,0.26666666666666666,0.26666666666666666
22,10,1,1.0,60.0,1.0,3.84,36.88,62.36,3.28,101.08,30.6,13948.0,552.5743055649652,2.0,2453.0,3.1428571428571432,2.0,2.5555555555555567,2.0,0.7266666666666662,0.1666666666666667,0.10666666666666666,0.0,0.7552635841310291,0.24473641586897074,0.14589072543617995,0.18262167125803483,0.6714876033057849,2.96,2.48,0.32,0.8
23,10,2,1.0,60.0,1.0,2.7222222222222223,25.055555555555557,40.0,9.222222222222221,99.44444444444444,20.916666666666668,13948.0,518.0731171743528,2.0,2453.0,3.142857142857144,2.0,2.5555555555555562,2.0,0.73974358974359,0.15897435897435908,0.10128205128205124,0.0,0.6511784511784513,0.3488215488215487,0.13877810002377475,0.12229264871998435,0.7389292512562408,5.722222222222222,6.611111111111111,3.5,2.611111111111111
24,13,0,1.0,37.0,1.0,2.1875,21.125,29.1875,2.0,101.75,58.3125,14671.0,701.2428571560713,2.0,2350.8499999999995,3.1904761904761902,2.0,3.727272727272727,2.0,0.7197950197950197,0.18049931549931547,0.09970566470566469,0.0,0.6114718614718614,0.3885281385281384,0.3271470643593406,0.06294217291659747,0.6099107627240619,2.0,2.0,0.0,0.0
